venta_id,fecha,cliente_id,producto_id,cantidad,precio_unitario,canal
2493,2024-09-06,337,154,5,278.54,App Móvil
2494,2024-10-23,691,76,3,360.79,Tienda Física
2495,2024-09-07,627,124,3,462.48,Web
2496,2024-11-30,535,7,1,344.92,Web
2497,2025-05-23,372,85,5,101.49,App Móvil
2498,2024-08-14,751,7,1,361.64,Web
2499,2025-02-23,706,117,2,31.63,App Móvil
2500,2025-04-15,121,78,1,144.72,Tienda Física
2501,2025-05-17,487,129,3,153.22,Tienda Física
2502,2024-09-29,838,163,2,514.03,App Móvil
2503,2024-11-19,794,124,4,392.98,App Móvil
2504,2024-09-09,87,96,2,544.79,App Móvil
2505,2024-10-23,881,86,1,390.0,Web
2506,2024-10-25,170,26,4,254.51,App Móvil
2507,2024-08-06,101,165,3,59.79,App Móvil
2508,2025-04-30,515,183,2,235.7,Web
2509,2025-06-12,856,14,1,465.66,App Móvil
2510,2025-04-01,303,76,1,375.4,Tienda Física
2511,2025-05-06,623,176,2,237.6,Tienda Física
2512,2024-11-09,25,127,2,116.68,App Móvil
2513,2024-09-18,854,1,4,137.45,App Móvil
2514,2025-01-21,420,63,3,334.58,Tienda Física
2515,2024-07-14,195,66,5,545.96,App Móvil
2516,2024-10-10,336,86,1,371.23,App Móvil
2517,2024-07-20,304,95,2,54.2,Web
2518,2024-10-28,41,77,2,391.21,Tienda Física
2519,2025-04-25,170,191,2,245.76,Tienda Física
2520,2024-09-12,48,98,4,97.19,Web
2521,2025-05-26,166,76,3,324.5,App Móvil
2522,2024-07-09,550,160,3,476.16,App Móvil
2523,2025-04-06,780,200,2,251.6,Tienda Física
2524,2025-05-20,263,96,4,563.18,Web
2525,2025-05-18,650,23,1,140.72,Tienda Física
2526,2025-01-25,799,62,1,257.49,Tienda Física
2527,2025-01-06,408,17,2,137.92,Web
2528,2025-01-19,450,191,5,236.42,Tienda Física
2529,2024-07-25,769,176,4,229.25,Tienda Física
2530,2024-07-03,490,44,4,22.74,Web
2531,2025-04-29,434,28,3,218.75,Web
2532,2025-01-24,491,7,4,348.72,Tienda Física
2533,2024-12-03,268,40,1,202.11,Web
2534,2025-02-22,63,183,5,193.85,Tienda Física
2535,2024-07-14,740,155,3,160.17,App Móvil
2536,2024-11-08,34,110,2,100.27,App Móvil
2537,2024-12-05,349,68,3,331.08,Web
2538,2025-04-13,471,45,2,139.97,App Móvil
2539,2024-09-12,497,156,4,14.15,App Móvil
2540,2025-02-14,633,112,3,284.29,Web
2541,2025-01-05,773,123,4,42.32,Tienda Física
2542,2024-12-23,481,22,5,261.16,Web
2543,2025-03-17,50,195,2,314.07,App Móvil
2544,2024-11-22,288,174,5,240.19,Tienda Física
2545,2025-01-17,779,36,5,451.59,App Móvil
2546,2025-06-17,63,16,4,254.18,Tienda Física
2547,2024-10-31,970,60,4,44.01,Tienda Física
2548,2025-05-24,959,28,5,208.36,Tienda Física
2549,2025-02-17,504,95,2,54.91,App Móvil
2550,2024-12-15,499,33,5,367.11,Web
2551,2024-11-06,552,154,1,323.06,App Móvil
2552,2024-11-15,892,68,5,322.11,App Móvil
2553,2024-10-29,251,22,3,228.3,Web
2554,2025-03-24,26,92,4,207.19,App Móvil
2555,2025-01-01,651,119,1,139.82,App Móvil
2556,2025-02-20,420,22,1,270.9,Web
2557,2024-07-20,728,5,5,396.51,Web
2558,2024-10-11,71,68,1,309.67,App Móvil
2559,2025-01-15,433,39,1,345.81,Tienda Física
2560,2025-03-13,713,170,1,30.79,Tienda Física
2561,2025-04-13,786,188,3,366.7,App Móvil
2562,2025-02-01,129,29,2,445.22,Tienda Física
2563,2025-05-18,396,21,5,311.57,App Móvil
2564,2024-06-27,194,150,2,385.07,Web
2565,2024-08-22,521,165,1,73.64,Web
2566,2025-04-14,917,185,2,286.07,Web
2567,2024-07-02,960,138,5,152.21,Web
2568,2025-01-18,436,200,1,246.82,Web
2569,2024-12-01,329,167,3,462.16,Tienda Física
2570,2024-12-02,428,20,3,31.47,Tienda Física
2571,2025-03-31,452,148,5,56.4,Web
2572,2024-11-14,601,154,2,320.66,Tienda Física
2573,2024-11-18,124,195,3,265.64,Web
2574,2025-02-18,646,162,2,264.49,App Móvil
2575,2025-04-26,882,180,2,49.1,Tienda Física
2576,2025-03-19,623,135,2,431.01,Web
2577,2025-02-18,9,72,5,328.08,Tienda Física
2578,2025-05-28,957,57,3,276.79,App Móvil
2579,2025-04-20,570,124,5,407.87,App Móvil
2580,2024-12-30,69,184,4,151.6,Web
2581,2025-01-28,275,97,3,298.72,Tienda Física
2582,2024-10-06,559,192,3,487.08,App Móvil
2583,2024-11-06,813,39,1,333.15,Tienda Física
2584,2024-07-19,966,21,2,311.39,Tienda Física
2585,2024-08-14,360,149,1,360.47,App Móvil
2586,2024-11-25,21,131,3,414.23,Tienda Física
2587,2024-08-17,739,76,1,304.87,Tienda Física
2588,2024-10-24,859,144,4,299.7,Web
2589,2024-12-04,470,114,4,502.53,Web
2590,2024-11-03,117,41,2,221.93,Tienda Física
2591,2025-05-15,102,4,4,504.88,Tienda Física
2592,2025-06-26,723,195,1,294.33,App Móvil
2593,2025-03-24,578,110,1,119.41,App Móvil
2594,2025-02-13,151,32,5,166.65,Web
2595,2025-06-20,174,14,4,567.16,Web
2596,2024-08-19,227,115,5,537.49,Tienda Física
2597,2025-02-15,157,160,4,487.27,Tienda Física
2598,2024-08-02,207,162,2,252.39,Web
2599,2025-01-22,287,148,1,66.96,App Móvil
2600,2024-07-21,173,95,2,44.77,App Móvil
2601,2025-01-06,301,18,3,271.9,App Móvil
2602,2024-11-19,477,35,2,492.84,App Móvil
2603,2024-07-22,221,177,4,194.38,App Móvil
2604,2024-08-05,450,134,5,204.32,Tienda Física
2605,2024-07-20,305,181,3,21.03,App Móvil
2606,2024-11-23,965,122,3,328.79,Web
2607,2024-10-30,742,200,1,244.59,Tienda Física
2608,2025-04-14,176,112,4,265.27,Web
2609,2024-11-30,644,73,3,441.68,App Móvil
2610,2025-04-02,384,7,3,325.09,App Móvil
2611,2025-06-16,920,110,1,91.49,Web
2612,2025-05-13,309,174,3,191.16,App Móvil
2613,2025-06-25,246,95,3,53.41,Tienda Física
2614,2024-07-19,595,170,5,32.09,Tienda Física
2615,2024-07-24,821,190,3,189.28,Tienda Física
2616,2025-04-14,600,193,1,246.27,App Móvil
2617,2024-10-11,469,128,2,406.29,App Móvil
2618,2024-08-26,898,175,1,164.4,App Móvil
2619,2024-10-21,882,13,4,64.44,Web
2620,2025-03-27,120,138,2,151.35,Tienda Física
2621,2024-09-25,201,94,1,449.78,Tienda Física
2622,2024-07-28,351,112,1,299.34,App Móvil
2623,2025-03-01,775,71,1,386.76,App Móvil
2624,2025-03-10,213,54,5,407.66,Web
2625,2024-11-20,296,134,1,208.8,Tienda Física
2626,2025-02-04,539,16,2,256.82,Web
2627,2025-02-11,165,153,3,511.38,Tienda Física
2628,2025-05-16,573,184,5,146.25,Web
2629,2024-12-19,89,109,2,217.55,App Móvil
2630,2024-11-27,61,150,2,372.12,Web
2631,2025-03-14,17,24,5,245.78,App Móvil
2632,2024-11-23,551,79,1,396.76,App Móvil
2633,2025-01-18,174,46,4,141.24,Tienda Física
2634,2024-09-13,414,40,4,171.1,Tienda Física
2635,2025-03-03,924,69,3,357.88,Tienda Física
2636,2025-02-19,149,58,3,38.05,App Móvil
2637,2025-01-27,21,123,5,49.5,Tienda Física
2638,2025-02-23,358,109,5,188.89,App Móvil
2639,2024-09-14,26,44,5,20.04,Tienda Física
2640,2024-10-09,825,134,1,180.57,App Móvil
2641,2025-05-23,723,156,3,14.69,Web
2642,2025-02-28,24,164,5,468.88,App Móvil
2643,2024-08-07,413,44,5,22.06,App Móvil
2644,2024-07-03,284,15,1,105.76,Web
2645,2024-07-29,936,56,1,167.11,Web
2646,2024-10-19,639,147,3,165.22,Web
2647,2025-05-18,886,91,4,37.9,App Móvil
2648,2024-12-18,488,146,3,399.5,Web
2649,2024-10-24,359,109,5,168.67,Web
2650,2025-06-23,464,196,5,84.39,Web
2651,2024-08-11,712,169,5,550.43,Tienda Física
2652,2025-02-14,452,181,1,23.98,Web
2653,2025-02-04,699,119,2,154.26,Web
2654,2024-07-11,390,141,3,98.47,Web
2655,2024-11-12,730,119,4,158.41,Tienda Física
2656,2024-08-08,342,154,1,301.85,Web
2657,2025-02-17,601,117,5,31.31,App Móvil
2658,2025-04-01,887,42,1,507.79,App Móvil
2659,2025-02-14,117,135,1,450.37,Tienda Física
2660,2024-07-05,456,99,5,453.29,Web
2661,2025-01-22,929,36,4,443.06,Web
2662,2024-10-24,225,14,3,552.06,App Móvil
2663,2025-04-27,288,17,1,123.84,Tienda Física
2664,2025-02-21,181,135,1,442.59,Web
2665,2025-02-17,363,21,5,333.81,App Móvil
2666,2024-12-07,214,129,5,118.39,Web
2667,2025-02-01,712,110,3,91.33,Tienda Física
2668,2025-03-28,236,59,3,293.93,Tienda Física
2669,2025-05-26,391,191,4,233.72,Web
2670,2024-09-04,344,177,1,254.42,Web
2671,2024-10-17,104,3,1,443.6,App Móvil
2672,2024-11-21,535,165,2,68.23,App Móvil
2673,2025-05-26,43,64,1,584.42,Tienda Física
2674,2024-11-02,85,75,5,105.12,App Móvil
2675,2024-11-02,826,119,3,134.59,Web
2676,2025-03-13,90,114,1,450.26,Tienda Física
2677,2024-08-25,910,180,4,43.42,Tienda Física
2678,2024-11-16,772,134,4,183.2,App Móvil
2679,2024-12-02,916,192,1,499.74,App Móvil
2680,2024-10-24,488,145,3,542.09,App Móvil
2681,2024-12-22,255,110,1,96.66,Tienda Física
2682,2024-12-25,712,16,4,246.06,Tienda Física
2683,2024-11-24,771,37,1,536.56,App Móvil
2684,2025-05-16,805,186,2,444.89,App Móvil
2685,2025-01-23,74,94,4,523.05,Web
2686,2024-07-09,416,86,5,373.87,App Móvil
2687,2024-09-27,433,195,5,248.69,Web
2688,2025-05-12,499,65,2,526.2,App Móvil
2689,2024-12-07,351,102,4,324.29,Tienda Física
2690,2024-10-18,955,198,5,25.46,App Móvil
2691,2024-08-12,443,89,2,131.67,Tienda Física
2692,2025-01-03,486,4,1,566.61,App Móvil
2693,2024-10-01,719,196,5,83.15,Web
2694,2025-01-19,726,108,2,178.66,App Móvil
2695,2025-05-11,262,120,2,434.9,Web
2696,2024-08-21,678,68,3,322.01,Tienda Física
2697,2024-09-20,425,162,5,236.23,Web
2698,2025-04-05,704,136,2,341.92,Tienda Física
2699,2024-12-31,859,174,2,202.11,Tienda Física
2700,2025-04-20,651,67,4,30.65,Tienda Física
2701,2025-03-26,852,171,5,405.2,App Móvil
2702,2024-11-22,176,87,5,31.02,Web
2703,2025-04-20,543,40,4,184.84,Web
2704,2025-03-25,859,110,4,96.64,Tienda Física
2705,2024-09-07,292,149,4,323.74,Tienda Física
2706,2025-05-29,73,3,1,428.11,Tienda Física
2707,2025-01-09,590,119,3,122.33,App Móvil
2708,2024-08-23,525,183,1,237.25,Web
2709,2024-11-03,719,96,4,563.63,Tienda Física
2710,2024-11-05,781,13,1,65.06,Web
2711,2025-05-19,910,104,2,424.4,App Móvil
2712,2025-02-23,378,53,5,127.18,Web
2713,2024-08-14,249,134,1,179.12,Web
2714,2024-09-23,827,142,3,190.31,Tienda Física
2715,2025-02-02,957,35,5,468.29,App Móvil
2716,2024-10-30,297,62,3,305.91,Web
2717,2024-12-08,235,25,3,278.77,Web
2718,2024-07-27,650,147,5,160.1,App Móvil
2719,2024-10-18,621,153,4,481.16,Tienda Física
2720,2025-03-12,152,101,3,378.34,Tienda Física
2721,2024-10-11,283,50,4,33.79,Tienda Física
2722,2024-08-18,932,59,4,338.21,Web
2723,2024-06-30,728,142,1,169.39,Tienda Física
2724,2024-10-18,908,75,4,121.23,Web
2725,2024-09-01,408,156,1,13.75,Web
2726,2025-02-07,160,184,5,136.97,Tienda Física
2727,2024-12-21,219,166,4,213.85,App Móvil
2728,2024-10-16,923,97,4,286.3,App Móvil
2729,2024-10-14,843,42,2,451.78,App Móvil
2730,2024-10-22,106,125,2,504.24,Tienda Física
2731,2024-07-27,208,181,4,25.67,Tienda Física
2732,2024-06-30,135,193,4,237.23,Web
2733,2024-08-23,160,171,2,464.02,Web
2734,2025-03-12,678,41,5,266.97,Tienda Física
2735,2024-12-13,508,81,2,432.18,Tienda Física
2736,2024-09-21,475,79,5,456.09,Tienda Física
2737,2024-11-13,820,161,1,34.56,Tienda Física
2738,2024-11-29,616,163,3,494.21,App Móvil
2739,2025-06-21,345,128,3,474.43,Tienda Física
2740,2025-05-08,863,162,3,218.57,Web
2741,2024-11-27,919,89,3,146.6,Web
2742,2024-08-22,539,38,2,566.68,Tienda Física
2743,2025-05-09,999,39,2,360.78,Tienda Física
2744,2024-10-21,212,109,1,166.81,Tienda Física
2745,2024-10-23,560,88,1,311.62,Web
2746,2025-03-29,351,188,1,419.99,Web
2747,2025-05-21,927,106,3,154.05,Tienda Física
2748,2025-02-17,911,53,3,141.85,Web
2749,2025-05-11,223,146,4,426.44,Web
2750,2025-04-09,623,137,5,317.59,App Móvil
2751,2025-06-21,980,133,1,78.0,App Móvil
2752,2024-11-03,569,183,2,207.25,Web
2753,2025-04-20,347,89,5,132.14,Tienda Física
2754,2024-09-22,356,103,1,495.27,App Móvil
2755,2024-09-25,440,28,5,231.51,App Móvil
2756,2024-11-15,5,15,4,106.59,Tienda Física
2757,2025-06-15,828,82,2,260.27,Tienda Física
2758,2024-12-11,195,122,3,314.93,App Móvil
2759,2025-02-09,596,12,4,6.28,Tienda Física
2760,2024-10-13,926,21,3,315.51,Web
2761,2025-02-11,163,16,2,221.09,Tienda Física
2762,2024-11-26,25,132,1,166.65,Web
2763,2024-12-25,630,21,1,314.73,App Móvil
2764,2024-10-09,608,119,3,158.39,Web
2765,2025-03-03,819,133,2,69.37,Web
2766,2024-09-13,849,193,4,246.4,Web
2767,2025-04-26,306,110,5,102.68,Tienda Física
2768,2024-07-11,727,141,3,117.8,Web
2769,2024-10-03,615,151,2,504.39,App Móvil
2770,2025-04-29,482,51,2,225.21,Tienda Física
2771,2024-09-25,391,78,1,128.34,Tienda Física
2772,2025-02-19,671,93,1,226.55,Tienda Física
2773,2024-08-18,207,74,5,486.62,Web
2774,2024-08-28,276,36,2,380.72,Web
2775,2025-01-29,51,74,5,493.32,Tienda Física
2776,2025-01-15,766,41,1,237.41,Web
2777,2024-07-18,816,79,3,435.64,Web
2778,2025-05-27,413,141,2,124.92,App Móvil
2779,2025-05-30,172,118,1,210.92,App Móvil
2780,2025-04-28,928,54,2,346.03,App Móvil
2781,2025-05-10,446,55,2,19.91,Tienda Física
2782,2024-07-08,12,82,2,302.34,Tienda Física
2783,2024-07-04,818,184,2,150.09,Web
2784,2024-10-18,835,70,1,36.05,Web
2785,2024-07-06,850,51,3,230.04,App Móvil
2786,2024-08-29,306,200,5,219.08,Web
2787,2025-01-15,872,185,4,286.33,Tienda Física
2788,2024-11-15,314,4,1,504.52,App Móvil
2789,2024-10-26,94,120,4,373.29,App Móvil
2790,2025-02-02,470,42,1,513.92,Tienda Física
2791,2025-03-16,818,66,3,492.89,Web
2792,2025-02-04,801,140,3,59.78,App Móvil
2793,2025-06-03,495,195,5,283.97,Tienda Física
2794,2024-12-03,6,10,4,176.25,App Móvil
2795,2024-08-04,682,47,1,540.42,App Móvil
2796,2024-12-04,521,155,3,153.52,Tienda Física
2797,2024-07-17,141,62,5,296.66,App Móvil
2798,2025-01-26,690,155,5,142.21,App Móvil
2799,2024-11-19,759,58,3,36.47,Web
2800,2024-09-09,14,137,4,272.6,Tienda Física
2801,2024-10-12,803,99,3,452.63,Web
2802,2025-03-13,246,134,2,227.76,Tienda Física
2803,2025-06-03,547,154,2,258.03,Web
2804,2024-06-30,583,195,5,288.4,Tienda Física
2805,2025-04-23,335,11,2,358.08,Web
2806,2024-12-02,270,100,2,326.67,App Móvil
2807,2024-10-27,604,29,4,451.58,Web
2808,2025-03-19,88,157,3,77.86,Tienda Física
2809,2024-08-03,810,173,5,559.35,Web
2810,2025-03-04,671,142,1,178.48,Web
2811,2025-01-30,147,36,1,477.47,App Móvil
2812,2024-09-22,997,119,2,150.42,Tienda Física
2813,2025-05-16,881,17,1,133.4,Web
2814,2025-02-04,531,24,3,217.12,Tienda Física
2815,2025-01-06,132,181,5,24.25,Tienda Física
2816,2024-10-23,189,89,3,147.96,Web
2817,2025-01-31,827,35,5,514.84,Web
2818,2024-10-29,274,200,5,264.9,Web
2819,2024-11-22,320,98,3,96.78,App Móvil
2820,2025-02-15,262,75,4,125.18,App Móvil
2821,2025-01-05,79,123,5,48.64,App Móvil
2822,2025-05-03,498,54,4,423.76,Tienda Física
2823,2025-03-08,529,64,5,577.64,Web
2824,2025-05-10,771,40,2,185.91,App Móvil
2825,2025-03-21,672,155,5,148.65,Web
2826,2024-07-08,921,164,2,451.26,Web
2827,2024-09-18,285,16,5,268.21,Web
2828,2024-12-10,825,158,2,371.1,Tienda Física
2829,2025-06-12,26,93,5,251.66,App Móvil
2830,2025-01-30,433,123,3,43.01,Web
2831,2025-04-19,464,26,1,270.86,Tienda Física
2832,2025-04-10,680,2,5,8.33,Tienda Física
2833,2024-07-02,412,164,2,441.64,App Móvil
2834,2025-02-04,857,154,1,282.3,App Móvil
2835,2025-06-12,138,46,1,149.92,Tienda Física
2836,2024-09-15,382,144,1,340.48,Tienda Física
2837,2024-09-06,461,194,4,73.75,App Móvil
2838,2024-07-20,563,186,4,346.21,App Móvil
2839,2024-08-24,625,173,2,482.19,App Móvil
2840,2024-08-18,378,38,3,451.18,App Móvil
2841,2024-12-25,433,96,1,566.46,Tienda Física
2842,2024-10-25,272,104,5,416.15,App Móvil
2843,2024-08-05,654,43,3,478.95,Tienda Física
2844,2024-07-29,699,102,1,317.51,Web
2845,2024-10-19,291,156,1,15.44,App Móvil
2846,2025-02-15,189,179,1,441.2,App Móvil
2847,2025-01-03,573,126,4,362.28,Web
2848,2025-04-20,361,79,1,425.38,App Móvil
2849,2024-07-13,649,115,1,480.79,Tienda Física
2850,2024-08-10,895,153,4,411.87,Web
2851,2025-04-04,170,29,1,461.37,Web
2852,2024-11-05,981,42,3,405.75,Web
2853,2025-05-13,471,130,3,433.08,Web
2854,2024-07-30,58,4,5,462.59,App Móvil
2855,2025-02-27,604,120,2,349.34,Web
2856,2025-05-11,669,65,4,486.97,Tienda Física
2857,2025-06-10,516,187,1,50.97,App Móvil
2858,2025-04-27,880,57,2,254.88,Web
2859,2025-01-24,273,167,3,448.46,Tienda Física
2860,2025-04-27,948,77,3,431.49,Tienda Física
2861,2025-02-23,505,139,4,33.0,App Móvil
2862,2025-01-07,157,44,5,19.76,App Móvil
2863,2024-06-27,388,32,2,178.27,Web
2864,2025-04-21,794,71,2,360.25,Tienda Física
2865,2024-08-24,978,82,5,255.84,Tienda Física
2866,2024-10-12,953,37,1,421.49,App Móvil
2867,2024-09-07,367,187,1,55.58,Tienda Física
2868,2024-10-18,412,24,2,222.08,Web
2869,2024-12-05,968,36,2,367.69,Tienda Física
2870,2025-05-11,335,183,5,221.33,Tienda Física
2871,2024-07-28,969,106,1,173.18,App Móvil
2872,2024-07-21,18,170,3,27.59,App Móvil
2873,2025-04-09,716,69,3,305.6,Web
2874,2025-04-05,36,77,3,402.02,App Móvil
2875,2024-07-17,610,197,3,33.51,App Móvil
2876,2024-08-03,982,68,5,300.1,App Móvil
2877,2025-02-03,428,199,4,408.43,App Móvil
2878,2024-10-29,128,137,1,277.99,App Móvil
2879,2024-09-04,971,32,5,166.53,Tienda Física
2880,2024-09-04,453,139,4,37.15,Web
2881,2024-09-03,18,196,1,80.71,Tienda Física
2882,2024-07-25,682,138,1,149.13,App Móvil
2883,2025-02-16,938,149,2,325.22,Tienda Física
2884,2024-10-03,820,159,4,105.77,App Móvil
2885,2025-03-08,234,3,2,420.22,Web
2886,2025-06-05,260,188,1,410.01,Web
2887,2024-10-26,374,131,3,363.1,Tienda Física
2888,2025-03-26,518,114,4,422.15,App Móvil
2889,2024-09-17,794,193,5,291.97,App Móvil
2890,2024-10-23,419,109,5,186.0,App Móvil
2891,2024-11-14,775,106,1,170.94,Web
2892,2025-03-31,382,131,2,403.9,App Móvil
2893,2025-04-19,358,52,2,80.34,Tienda Física
2894,2025-03-28,900,200,1,227.37,Web
2895,2025-02-21,572,49,2,140.18,Tienda Física
2896,2024-07-29,554,5,4,401.32,Web
2897,2025-02-07,385,10,4,167.21,Web
2898,2024-09-20,606,150,3,420.2,App Móvil
2899,2025-01-09,188,84,3,332.46,App Móvil
2900,2025-04-03,391,199,5,407.62,Web
2901,2024-11-30,352,47,3,566.2,App Móvil
2902,2025-02-11,130,3,1,423.53,App Móvil
2903,2025-04-09,32,108,4,176.36,Tienda Física
2904,2024-12-21,213,83,3,165.46,Web
2905,2025-01-19,659,86,4,329.92,Tienda Física
2906,2025-06-24,63,45,1,156.6,App Móvil
2907,2025-01-24,599,189,1,186.56,Tienda Física
2908,2024-07-21,538,118,2,252.89,App Móvil
2909,2025-04-13,390,52,5,88.38,Tienda Física
2910,2024-10-08,319,98,3,109.15,Web
2911,2025-05-17,910,69,5,312.67,App Móvil
2912,2024-11-08,741,173,1,584.37,Tienda Física
2913,2024-08-24,438,48,2,238.58,App Móvil
2914,2025-02-22,270,179,4,480.73,App Móvil
2915,2024-09-14,881,127,5,132.8,Web
2916,2024-07-26,829,126,5,440.11,Web
2917,2025-05-04,727,2,4,8.16,Tienda Física
2918,2025-04-30,861,127,1,110.82,Web
2919,2024-07-24,695,116,2,478.06,Tienda Física
2920,2025-05-31,165,181,3,23.33,Tienda Física
2921,2024-10-12,299,32,5,162.56,App Móvil
2922,2024-11-18,948,3,4,435.13,Tienda Física
2923,2025-03-08,673,48,5,300.17,Tienda Física
2924,2025-01-15,76,196,5,89.62,Web
2925,2024-10-22,740,162,1,264.68,Tienda Física
2926,2025-05-20,4,111,3,381.2,Web
2927,2024-09-12,31,39,2,323.87,Web
2928,2024-07-20,872,151,2,503.47,Tienda Física
2929,2024-07-31,392,58,3,35.04,App Móvil
2930,2025-03-27,146,168,3,6.24,Tienda Física
2931,2025-03-15,711,121,1,27.25,Web
2932,2024-09-13,310,130,3,436.73,Web
2933,2024-08-13,554,151,2,527.54,Web
2934,2025-01-02,852,29,2,502.72,Tienda Física
2935,2025-04-10,966,191,2,225.74,Tienda Física
2936,2024-07-17,538,41,2,258.72,Web
2937,2025-02-19,647,159,2,102.09,Web
2938,2024-06-28,708,195,4,260.05,App Móvil
2939,2024-08-12,303,10,2,163.99,Web
2940,2024-08-31,382,55,5,20.66,App Móvil
2941,2025-02-03,773,1,3,109.52,Tienda Física
2942,2025-03-21,588,58,5,34.99,App Móvil
2943,2024-10-17,664,94,2,479.0,Tienda Física
2944,2024-10-19,999,25,5,281.79,Web
2945,2025-02-01,712,165,4,62.91,Web
2946,2025-01-10,776,117,1,37.31,Web
2947,2024-11-15,970,142,5,179.58,Web
2948,2024-12-31,463,175,4,167.92,App Móvil
2949,2025-02-22,430,63,4,305.54,Web
2950,2025-02-28,257,195,3,296.91,App Móvil
2951,2024-12-04,474,42,5,480.51,App Móvil
2952,2024-07-03,529,140,5,59.74,Web
2953,2025-03-01,64,50,4,35.0,Web
2954,2025-06-23,327,13,4,55.59,Web
2955,2025-02-03,748,148,3,63.0,App Móvil
2956,2024-08-12,969,189,3,187.54,App Móvil
2957,2025-02-15,796,117,3,31.81,App Móvil
2958,2024-08-25,261,200,3,210.85,Tienda Física
2959,2025-03-26,761,56,1,165.41,Tienda Física
2960,2025-01-25,759,76,1,345.29,Tienda Física
2961,2025-01-30,781,32,2,164.89,Web
2962,2025-02-25,387,178,4,90.08,Web
2963,2025-04-06,786,73,2,400.39,Web
2964,2025-01-12,45,43,1,561.4,Tienda Física
2965,2024-11-30,932,32,2,184.01,App Móvil
2966,2025-01-09,47,40,2,215.89,Tienda Física
2967,2024-12-03,749,86,4,401.7,Tienda Física
2968,2024-07-04,580,7,1,323.42,Web
2969,2025-05-12,711,87,3,33.71,Web
2970,2025-02-16,492,116,5,432.79,Web
2971,2025-01-13,302,89,5,153.78,Tienda Física
2972,2025-01-25,799,146,5,367.26,App Móvil
2973,2024-07-28,266,91,1,43.36,Tienda Física
2974,2025-04-01,920,65,3,498.39,Tienda Física
2975,2024-10-25,971,132,5,219.11,App Móvil
2976,2025-02-26,841,17,2,135.78,App Móvil
2977,2025-01-27,602,136,5,345.02,App Móvil
2978,2025-01-27,17,47,3,554.17,App Móvil
2979,2024-07-26,177,62,1,285.88,App Móvil
2980,2025-04-11,536,83,2,150.99,Tienda Física
2981,2025-03-29,189,164,5,414.91,Tienda Física
2982,2025-02-05,242,50,2,37.09,Web
2983,2024-09-12,732,154,4,269.57,Tienda Física
2984,2025-01-17,998,55,2,23.61,App Móvil
2985,2024-11-10,6,51,4,229.11,Tienda Física
2986,2024-09-03,722,114,1,482.0,App Móvil
2987,2024-08-18,295,64,3,479.61,Tienda Física
2988,2025-02-07,757,6,4,447.48,Web
2989,2024-08-16,598,37,4,468.45,Web
2990,2024-10-15,138,128,1,406.63,Tienda Física
2991,2025-03-28,413,66,3,543.97,Web
2992,2024-09-19,500,27,4,210.85,App Móvil
2993,2025-05-09,406,36,5,363.21,Web
2994,2025-06-17,260,161,2,37.8,Tienda Física
2995,2024-11-16,21,141,4,96.13,Tienda Física
2996,2024-07-24,671,170,2,32.35,Web
2997,2024-12-05,155,7,5,397.58,Tienda Física
2998,2024-12-04,672,196,3,74.28,Tienda Física
2999,2025-04-07,390,2,4,7.99,Web
3000,2024-11-06,641,74,3,477.71,Web
3001,2025-01-22,406,144,1,374.1,Web
3002,2024-11-13,905,180,5,48.2,App Móvil
3003,2024-06-28,865,143,1,130.8,Tienda Física
3004,2025-06-21,616,188,4,463.24,Web
3005,2025-04-08,795,187,1,49.3,App Móvil
3006,2024-10-22,156,189,5,183.94,Tienda Física
3007,2024-11-15,401,196,2,75.22,App Móvil
3008,2025-04-13,115,112,4,272.71,Tienda Física
3009,2025-01-19,775,90,4,124.2,App Móvil
3010,2025-04-29,549,73,3,375.25,App Móvil
3011,2024-07-08,68,183,4,216.21,Tienda Física
3012,2024-08-01,794,146,4,436.95,Tienda Física
3013,2024-10-25,592,121,3,30.88,App Móvil
3014,2024-08-21,112,195,4,288.55,Tienda Física
3015,2024-10-05,137,133,1,74.81,Web
3016,2024-12-14,609,129,4,116.31,App Móvil
3017,2024-09-14,853,152,3,18.53,Tienda Física
3018,2024-10-05,682,112,5,298.04,Tienda Física
3019,2025-06-07,680,123,1,45.54,Web
3020,2025-04-04,360,25,1,329.49,Tienda Física
3021,2025-02-02,944,137,3,262.2,Web
3022,2024-10-22,317,151,1,541.66,Tienda Física
3023,2024-12-13,829,118,2,235.99,Tienda Física
3024,2025-05-16,232,124,3,508.08,App Móvil
3025,2025-05-31,21,58,2,41.48,App Móvil
3026,2024-11-27,228,157,2,66.29,App Móvil
3027,2024-10-04,223,121,1,28.22,Tienda Física
3028,2024-09-12,62,183,1,226.83,Tienda Física
3029,2025-04-08,430,54,2,421.55,App Móvil
3030,2024-08-11,763,180,1,42.32,Web
3031,2025-03-26,756,3,5,437.66,Web
3032,2025-06-19,666,77,3,405.34,Web
3033,2024-12-13,675,2,3,8.16,App Móvil
3034,2024-12-02,652,7,3,401.97,Tienda Física
3035,2024-11-19,907,29,5,503.0,Tienda Física
3036,2025-04-21,628,60,2,42.01,Web
3037,2024-07-28,677,192,5,454.84,Tienda Física
3038,2025-05-10,693,167,3,582.29,App Móvil
3039,2025-03-09,560,24,4,257.99,Tienda Física
3040,2024-07-11,720,87,4,26.87,Web
3041,2025-02-09,741,151,3,508.32,Web
3042,2025-04-11,777,106,3,174.69,Tienda Física
